"","Year","Round","Region Number","Region Name","Seed","Score","Team","Opponent","Opp_Score","Opp_Seed","Win"
"863",2007,3,3,"East",2,66,"Georgetown","Vanderbilt",65,6,1
"864",2007,3,3,"East",6,65,"Vanderbilt","Georgetown",66,2,0
"865",2007,3,4,"South",1,85,"Ohio St","Tennessee",84,5,1
"866",2007,3,4,"South",5,84,"Tennessee","Ohio St",85,1,0
"867",2007,3,4,"South",2,65,"Memphis","Texas A&M",64,3,1
"868",2007,3,4,"South",3,64,"Texas A&M","Memphis",65,2,0
"869",2007,4,1,"Midwest",1,85,"Florida","Oregon",77,3,1
"870",2007,4,1,"Midwest",3,77,"Oregon","Florida",85,1,0
"871",2007,4,2,"West",1,55,"Kansas","UCLA",68,2,0
"872",2007,4,2,"West",2,68,"UCLA","Kansas",55,1,1
"873",2007,4,3,"East",1,84,"North Carolina","Georgetown",96,2,0
"874",2007,4,3,"East",2,96,"Georgetown","North Carolina",84,1,1
"875",2007,4,4,"South",1,92,"Ohio St","Memphis",76,2,1
"876",2007,4,4,"South",2,76,"Memphis","Ohio St",92,1,0
"877",2007,5,1,"Final Four",1,76,"Florida","UCLA",66,2,1
"878",2007,5,1,"Final Four",2,66,"UCLA","Florida",76,1,0
"879",2007,5,2,"Final Four",2,60,"Georgetown","Ohio St",67,1,0
"880",2007,5,2,"Final Four",1,67,"Ohio St","Georgetown",60,2,1
"881",2007,6,1,"Championship",1,84,"Florida","Ohio St",75,1,1
"882",2007,6,1,"Championship",1,75,"Ohio St","Florida",84,1,0
"883",2008,1,1,"East",1,113,"North Carolina","Mount St Marys",74,16,1
"884",2008,1,1,"East",16,74,"Mount St Marys","North Carolina",113,1,0
"885",2008,1,1,"East",2,72,"Tennessee","American",57,15,1
"886",2008,1,1,"East",15,57,"American","Tennessee",72,2,0
"887",2008,1,1,"East",3,79,"Louisville","Boise St",61,14,1
"888",2008,1,1,"East",14,61,"Boise St","Louisville",79,3,0
"889",2008,1,1,"East",4,71,"Washington St","Winthrop",40,13,1
"890",2008,1,1,"East",13,40,"Winthrop","Washington St",71,4,0
"891",2008,1,1,"East",5,68,"Notre Dame","George Mason",50,12,1
"892",2008,1,1,"East",12,50,"George Mason","Notre Dame",68,5,0
"893",2008,1,1,"East",6,72,"Oklahoma","St Josephs",64,11,1
"894",2008,1,1,"East",11,64,"St Josephs","Oklahoma",72,6,0
"895",2008,1,1,"East",7,81,"Butler","South Alabama",61,10,1
"896",2008,1,1,"East",10,61,"South Alabama","Butler",81,7,0
"897",2008,1,1,"East",8,72,"Indiana","Arkansas",86,9,0
"898",2008,1,1,"East",9,86,"Arkansas","Indiana",72,8,1
"899",2008,1,2,"Midwest",1,85,"Kansas","Portland St",61,16,1
"900",2008,1,2,"Midwest",16,61,"Portland St","Kansas",85,1,0
"901",2008,1,2,"Midwest",2,66,"Georgetown","UMBC",47,15,1
"902",2008,1,2,"Midwest",15,47,"UMBC","Georgetown",66,2,0
"903",2008,1,2,"Midwest",3,71,"Wisconsin","Cal St Fullerton",56,14,1
"904",2008,1,2,"Midwest",14,56,"Cal St Fullerton","Wisconsin",71,3,0
"905",2008,1,2,"Midwest",4,62,"Vanderbilt","Siena",83,13,0
"906",2008,1,2,"Midwest",13,83,"Siena","Vanderbilt",62,4,1
"907",2008,1,2,"Midwest",5,69,"Clemson","Villanova",75,12,0
"908",2008,1,2,"Midwest",12,75,"Villanova","Clemson",69,5,1
"909",2008,1,2,"Midwest",6,67,"USC","Kansas St",80,11,0
"910",2008,1,2,"Midwest",11,80,"Kansas St","USC",67,6,1
"911",2008,1,2,"Midwest",7,76,"Gonzaga","Davidson",82,10,0
"912",2008,1,2,"Midwest",10,82,"Davidson","Gonzaga",76,7,1
"913",2008,1,2,"Midwest",8,71,"UNLV","Kent St",58,9,1
"914",2008,1,2,"Midwest",9,58,"Kent St","UNLV",71,8,0
"915",2008,1,3,"South",1,87,"Memphis","Texas Arlington",63,16,1
"916",2008,1,3,"South",16,63,"Texas Arlington","Memphis",87,1,0
"917",2008,1,3,"South",2,74,"Texas","Austin Peay",54,15,1
"918",2008,1,3,"South",15,54,"Austin Peay","Texas",74,2,0
"919",2008,1,3,"South",3,77,"Stanford","Cornell",53,14,1
"920",2008,1,3,"South",14,53,"Cornell","Stanford",77,3,0
"921",2008,1,3,"South",4,82,"Pittsburgh","Oral Roberts",63,13,1
"922",2008,1,3,"South",13,63,"Oral Roberts","Pittsburgh",82,4,0
"923",2008,1,3,"South",5,72,"Michigan St","Temple",61,12,1
"924",2008,1,3,"South",12,61,"Temple","Michigan St",72,5,0
"925",2008,1,3,"South",6,74,"Marquette","Kentucky",66,11,1
"926",2008,1,3,"South",11,66,"Kentucky","Marquette",74,6,0
"927",2008,1,3,"South",7,78,"Miami","St Marys",64,10,1
"928",2008,1,3,"South",10,64,"St Marys","Miami",78,7,0
"929",2008,1,3,"South",8,76,"Mississippi St","Oregon",69,9,1
"930",2008,1,3,"South",9,69,"Oregon","Mississippi St",76,8,0
"931",2008,1,4,"West",1,70,"UCLA","Mississippi Valley St",29,16,1
"932",2008,1,4,"West",16,29,"Mississippi Valley St","UCLA",70,1,0
"933",2008,1,4,"West",2,71,"Duke","Belmont",70,15,1
"934",2008,1,4,"West",15,70,"Belmont","Duke",71,2,0
"935",2008,1,4,"West",3,73,"Xavier","Georgia",61,14,1
"936",2008,1,4,"West",14,61,"Georgia","Xavier",73,3,0
"937",2008,1,4,"West",4,69,"Connecticut","San Diego",70,13,0
"938",2008,1,4,"West",13,70,"San Diego","Connecticut",69,4,1
"939",2008,1,4,"West",5,99,"Drake","Western Kentucky",101,12,0
"940",2008,1,4,"West",12,101,"Western Kentucky","Drake",99,5,1
"941",2008,1,4,"West",6,90,"Purdue","Baylor",79,11,1
"942",2008,1,4,"West",11,79,"Baylor","Purdue",90,6,0
"943",2008,1,4,"West",7,75,"West Virginia","Arizona",65,10,1
"944",2008,1,4,"West",10,65,"Arizona","West Virginia",75,7,0
"945",2008,1,4,"West",8,62,"BYU","Texas A&M",67,9,0
"946",2008,1,4,"West",9,67,"Texas A&M","BYU",62,8,1
"947",2008,2,1,"East",1,108,"North Carolina","Arkansas",77,9,1
"948",2008,2,1,"East",9,77,"Arkansas","North Carolina",108,1,0
"949",2008,2,1,"East",2,76,"Tennessee","Butler",71,7,1
"950",2008,2,1,"East",7,71,"Butler","Tennessee",76,2,0
"951",2008,2,1,"East",3,78,"Louisville","Oklahoma",48,6,1
"952",2008,2,1,"East",6,48,"Oklahoma","Louisville",78,3,0
"953",2008,2,1,"East",4,61,"Washington St","Notre Dame",41,5,1
"954",2008,2,1,"East",5,41,"Notre Dame","Washington St",61,4,0
"955",2008,2,2,"Midwest",1,75,"Kansas","UNLV",56,8,1
"956",2008,2,2,"Midwest",8,56,"UNLV","Kansas",75,1,0
"957",2008,2,2,"Midwest",2,70,"Georgetown","Davidson",74,10,0
"958",2008,2,2,"Midwest",10,74,"Davidson","Georgetown",70,2,1
"959",2008,2,2,"Midwest",3,72,"Wisconsin","Kansas St",55,11,1
"960",2008,2,2,"Midwest",11,55,"Kansas St","Wisconsin",72,3,0
"961",2008,2,2,"Midwest",13,72,"Siena","Villanova",84,12,0
"962",2008,2,2,"Midwest",12,84,"Villanova","Siena",72,13,1
"963",2008,2,3,"South",1,77,"Memphis","Mississippi St",74,8,1
"964",2008,2,3,"South",8,74,"Mississippi St","Memphis",77,1,0
"965",2008,2,3,"South",2,75,"Texas","Miami",72,7,1
"966",2008,2,3,"South",7,72,"Miami","Texas",75,2,0
"967",2008,2,3,"South",3,82,"Stanford","Marquette",81,6,1
"968",2008,2,3,"South",6,81,"Marquette","Stanford",82,3,0
"969",2008,2,3,"South",4,54,"Pittsburgh","Michigan St",65,5,0
"970",2008,2,3,"South",5,65,"Michigan St","Pittsburgh",54,4,1
"971",2008,2,4,"West",1,51,"UCLA","Texas A&M",49,9,1
"972",2008,2,4,"West",9,49,"Texas A&M","UCLA",51,1,0
"973",2008,2,4,"West",2,67,"Duke","West Virginia",73,7,0
"974",2008,2,4,"West",7,73,"West Virginia","Duke",67,2,1
"975",2008,2,4,"West",3,85,"Xavier","Purdue",78,6,1
"976",2008,2,4,"West",6,78,"Purdue","Xavier",85,3,0
"977",2008,2,4,"West",13,63,"San Diego","Western Kentucky",72,12,0
"978",2008,2,4,"West",12,72,"Western Kentucky","San Diego",63,13,1
"979",2008,3,1,"East",1,68,"North Carolina","Washington St",47,4,1
"980",2008,3,1,"East",4,47,"Washington St","North Carolina",68,1,0
"981",2008,3,1,"East",2,60,"Tennessee","Louisville",79,3,0
"982",2008,3,1,"East",3,79,"Louisville","Tennessee",60,2,1
"983",2008,3,2,"Midwest",1,72,"Kansas","Villanova",57,12,1
"984",2008,3,2,"Midwest",12,57,"Villanova","Kansas",72,1,0
"985",2008,3,2,"Midwest",10,73,"Davidson","Wisconsin",56,3,1
"986",2008,3,2,"Midwest",3,56,"Wisconsin","Davidson",73,10,0
"987",2008,3,3,"South",1,92,"Memphis","Michigan St",74,5,1
"988",2008,3,3,"South",5,74,"Michigan St","Memphis",92,1,0
"989",2008,3,3,"South",2,82,"Texas","Stanford",62,3,1
"990",2008,3,3,"South",3,62,"Stanford","Texas",82,2,0
"991",2008,3,4,"West",1,88,"UCLA","Western Kentucky",78,12,1
"992",2008,3,4,"West",12,78,"Western Kentucky","UCLA",88,1,0
"993",2008,3,4,"West",7,75,"West Virginia","Xavier",79,3,0
"994",2008,3,4,"West",3,79,"Xavier","West Virginia",75,7,1
"995",2008,4,1,"East",1,83,"North Carolina","Louisville",73,3,1
"996",2008,4,1,"East",3,73,"Louisville","North Carolina",83,1,0
"997",2008,4,2,"Midwest",1,59,"Kansas","Davidson",57,10,1
"998",2008,4,2,"Midwest",10,57,"Davidson","Kansas",59,1,0
"999",2008,4,3,"South",1,85,"Memphis","Texas",67,2,1
"1000",2008,4,3,"South",2,67,"Texas","Memphis",85,1,0
"1001",2008,4,4,"West",1,76,"UCLA","Xavier",57,3,1
"1002",2008,4,4,"West",3,57,"Xavier","UCLA",76,1,0
"1003",2008,5,1,"Final Four",1,66,"North Carolina","Kansas",84,1,0
"1004",2008,5,1,"Final Four",1,84,"Kansas","North Carolina",66,1,1
"1005",2008,5,2,"Final Four",1,78,"Memphis","UCLA",63,1,1
"1006",2008,5,2,"Final Four",1,63,"UCLA","Memphis",78,1,0
"1007",2008,6,1,"Championship",1,75,"Kansas","Memphis",68,1,1
"1008",2008,6,1,"Championship",1,68,"Memphis","Kansas",75,1,0
"1009",2009,1,1,"Midwest",1,74,"Louisville","Morehead St",54,16,1
"1010",2009,1,1,"Midwest",16,54,"Morehead St","Louisville",74,1,0
"1011",2009,1,1,"Midwest",2,77,"Michigan St","Robert Morris",62,15,1
"1012",2009,1,1,"Midwest",15,62,"Robert Morris","Michigan St",77,2,0
"1013",2009,1,1,"Midwest",3,84,"Kansas","North Dakota St",74,14,1
"1014",2009,1,1,"Midwest",14,74,"North Dakota St","Kansas",84,3,0
"1015",2009,1,1,"Midwest",4,69,"Wake Forest","Cleveland St",84,13,0
"1016",2009,1,1,"Midwest",13,84,"Cleveland St","Wake Forest",69,4,1
"1017",2009,1,1,"Midwest",5,71,"Utah","Arizona",84,12,0
"1018",2009,1,1,"Midwest",12,84,"Arizona","Utah",71,5,1
"1019",2009,1,1,"Midwest",6,60,"West Virginia","Dayton",68,11,0
"1020",2009,1,1,"Midwest",11,68,"Dayton","West Virginia",60,6,1
"1021",2009,1,1,"Midwest",7,55,"Boston College","USC",72,10,0
"1022",2009,1,1,"Midwest",10,72,"USC","Boston College",55,7,1
"1023",2009,1,1,"Midwest",8,72,"Ohio St","Siena",74,9,0
"1024",2009,1,1,"Midwest",9,74,"Siena","Ohio St",72,8,1
"1025",2009,1,2,"West",1,103,"Connecticut","Chattanooga",47,16,1
"1026",2009,1,2,"West",16,47,"Chattanooga","Connecticut",103,1,0
"1027",2009,1,2,"West",2,81,"Memphis","Cal St Northridge",70,15,1
"1028",2009,1,2,"West",15,70,"Cal St Northridge","Memphis",81,2,0
"1029",2009,1,2,"West",3,78,"Missouri","Cornell",59,14,1
"1030",2009,1,2,"West",14,59,"Cornell","Missouri",78,3,0
"1031",2009,1,2,"West",4,71,"Washington","Mississippi St",58,13,1
"1032",2009,1,2,"West",13,58,"Mississippi St","Washington",71,4,0
"1033",2009,1,2,"West",5,61,"Purdue","Northern Iowa",56,12,1
"1034",2009,1,2,"West",12,56,"Northern Iowa","Purdue",61,5,0
"1035",2009,1,2,"West",6,58,"Marquette","Utah St",57,11,1
"1036",2009,1,2,"West",11,57,"Utah St","Marquette",58,6,0
"1037",2009,1,2,"West",7,71,"California","Maryland",84,10,0
"1038",2009,1,2,"West",10,84,"Maryland","California",71,7,1
"1039",2009,1,2,"West",8,66,"BYU","Texas A&M",79,9,0
"1040",2009,1,2,"West",9,79,"Texas A&M","BYU",66,8,1
"1041",2009,1,3,"East",1,72,"Pittsburgh","East Tennessee St",62,16,1
"1042",2009,1,3,"East",16,62,"East Tennessee St","Pittsburgh",72,1,0
"1043",2009,1,3,"East",2,85,"Duke","Binghamton",62,15,1
"1044",2009,1,3,"East",15,62,"Binghamton","Duke",85,2,0
"1045",2009,1,3,"East",3,80,"Villanova","American",67,14,1
"1046",2009,1,3,"East",14,67,"American","Villanova",80,3,0
"1047",2009,1,3,"East",4,77,"Xavier","Portland St",59,13,1
"1048",2009,1,3,"East",13,59,"Portland St","Xavier",77,4,0
"1049",2009,1,3,"East",5,59,"Florida St","Wisconsin",61,12,0
"1050",2009,1,3,"East",12,61,"Wisconsin","Florida St",59,5,1
"1051",2009,1,3,"East",6,65,"UCLA","VCU",64,11,1
"1052",2009,1,3,"East",11,64,"VCU","UCLA",65,6,0
"1053",2009,1,3,"East",7,76,"Texas","Minnesota",62,10,1
"1054",2009,1,3,"East",10,62,"Minnesota","Texas",76,7,0
"1055",2009,1,3,"East",8,77,"Oklahoma St","Tennessee",75,9,1
"1056",2009,1,3,"East",9,75,"Tennessee","Oklahoma St",77,8,0
"1057",2009,1,4,"South",1,101,"North Carolina","Radford",58,16,1
"1058",2009,1,4,"South",16,58,"Radford","North Carolina",101,1,0
"1059",2009,1,4,"South",2,82,"Oklahoma","Morgan St",54,15,1
"1060",2009,1,4,"South",15,54,"Morgan St","Oklahoma",82,2,0
"1061",2009,1,4,"South",3,59,"Syracuse","Stephen F Austin",44,14,1
"1062",2009,1,4,"South",14,44,"Stephen F Austin","Syracuse",59,3,0
"1063",2009,1,4,"South",4,77,"Gonzaga","Akron",64,13,1
"1064",2009,1,4,"South",13,64,"Akron","Gonzaga",77,4,0
"1065",2009,1,4,"South",5,72,"Illinois","Western Kentucky",76,12,0
"1066",2009,1,4,"South",12,76,"Western Kentucky","Illinois",72,5,1
"1067",2009,1,4,"South",6,66,"Arizona St","Temple",57,11,1
"1068",2009,1,4,"South",11,57,"Temple","Arizona St",66,6,0
"1069",2009,1,4,"South",7,59,"Clemson","Michigan",62,10,0
"1070",2009,1,4,"South",10,62,"Michigan","Clemson",59,7,1
"1071",2009,1,4,"South",8,75,"LSU","Butler",71,9,1
"1072",2009,1,4,"South",9,71,"Butler","LSU",75,8,0
"1073",2009,2,1,"Midwest",1,79,"Louisville","Siena",72,9,1
"1074",2009,2,1,"Midwest",9,72,"Siena","Louisville",79,1,0
"1075",2009,2,1,"Midwest",2,74,"Michigan St","USC",69,10,1
"1076",2009,2,1,"Midwest",10,69,"USC","Michigan St",74,2,0
"1077",2009,2,1,"Midwest",3,60,"Kansas","Dayton",43,11,1
"1078",2009,2,1,"Midwest",11,43,"Dayton","Kansas",60,3,0
"1079",2009,2,1,"Midwest",13,57,"Cleveland St","Arizona",71,12,0
"1080",2009,2,1,"Midwest",12,71,"Arizona","Cleveland St",57,13,1
"1081",2009,2,2,"West",1,92,"Connecticut","Texas A&M",66,9,1
"1082",2009,2,2,"West",9,66,"Texas A&M","Connecticut",92,1,0
"1083",2009,2,2,"West",2,89,"Memphis","Maryland",70,10,1
"1084",2009,2,2,"West",10,70,"Maryland","Memphis",89,2,0
"1085",2009,2,2,"West",3,83,"Missouri","Marquette",79,6,1
"1086",2009,2,2,"West",6,79,"Marquette","Missouri",83,3,0
"1087",2009,2,2,"West",4,74,"Washington","Purdue",76,5,0
"1088",2009,2,2,"West",5,76,"Purdue","Washington",74,4,1
"1089",2009,2,3,"East",1,84,"Pittsburgh","Oklahoma St",76,8,1
"1090",2009,2,3,"East",8,76,"Oklahoma St","Pittsburgh",84,1,0
"1091",2009,2,3,"East",2,74,"Duke","Texas",69,7,1
"1092",2009,2,3,"East",7,69,"Texas","Duke",74,2,0
"1093",2009,2,3,"East",3,89,"Villanova","UCLA",69,6,1
"1094",2009,2,3,"East",6,69,"UCLA","Villanova",89,3,0
"1095",2009,2,3,"East",4,60,"Xavier","Wisconsin",49,12,1
"1096",2009,2,3,"East",12,49,"Wisconsin","Xavier",60,4,0
"1097",2009,2,4,"South",1,84,"North Carolina","LSU",70,8,1
"1098",2009,2,4,"South",8,70,"LSU","North Carolina",84,1,0
"1099",2009,2,4,"South",2,73,"Oklahoma","Michigan",63,10,1
"1100",2009,2,4,"South",10,63,"Michigan","Oklahoma",73,2,0
"1101",2009,2,4,"South",3,78,"Syracuse","Arizona St",67,6,1
"1102",2009,2,4,"South",6,67,"Arizona St","Syracuse",78,3,0
"1103",2009,2,4,"South",4,83,"Gonzaga","Western Kentucky",81,12,1
"1104",2009,2,4,"South",12,81,"Western Kentucky","Gonzaga",83,4,0
"1105",2009,3,1,"Midwest",1,103,"Louisville","Arizona",64,12,1
"1106",2009,3,1,"Midwest",12,64,"Arizona","Louisville",103,1,0
"1107",2009,3,1,"Midwest",2,67,"Michigan St","Kansas",62,3,1
"1108",2009,3,1,"Midwest",3,62,"Kansas","Michigan St",67,2,0
"1109",2009,3,2,"West",1,72,"Connecticut","Purdue",60,5,1
"1110",2009,3,2,"West",5,60,"Purdue","Connecticut",72,1,0
"1111",2009,3,2,"West",2,91,"Memphis","Missouri",102,3,0
"1112",2009,3,2,"West",3,102,"Missouri","Memphis",91,2,1
"1113",2009,3,3,"East",1,60,"Pittsburgh","Xavier",55,4,1
"1114",2009,3,3,"East",4,55,"Xavier","Pittsburgh",60,1,0
"1115",2009,3,3,"East",2,54,"Duke","Villanova",77,3,0
"1116",2009,3,3,"East",3,77,"Villanova","Duke",54,2,1
"1117",2009,3,4,"South",1,98,"North Carolina","Gonzaga",77,4,1
"1118",2009,3,4,"South",4,77,"Gonzaga","North Carolina",98,1,0
"1119",2009,3,4,"South",2,84,"Oklahoma","Syracuse",71,3,1
"1120",2009,3,4,"South",3,71,"Syracuse","Oklahoma",84,2,0
"1121",2009,4,1,"Midwest",1,52,"Louisville","Michigan St",64,2,0
"1122",2009,4,1,"Midwest",2,64,"Michigan St","Louisville",52,1,1
"1123",2009,4,2,"West",1,82,"Connecticut","Missouri",75,3,1
"1124",2009,4,2,"West",3,75,"Missouri","Connecticut",82,1,0
"1125",2009,4,3,"East",1,76,"Pittsburgh","Villanova",78,3,0
"1126",2009,4,3,"East",3,78,"Villanova","Pittsburgh",76,1,1
"1127",2009,4,4,"South",1,72,"North Carolina","Oklahoma",60,2,1
"1128",2009,4,4,"South",2,60,"Oklahoma","North Carolina",72,1,0
"1129",2009,5,1,"Final Four",2,82,"Michigan St","Connecticut",73,1,1
"1130",2009,5,1,"Final Four",1,73,"Connecticut","Michigan St",82,2,0
"1131",2009,5,2,"Final Four",3,69,"Villanova","North Carolina",83,1,0
"1132",2009,5,2,"Final Four",1,83,"North Carolina","Villanova",69,3,1
"1133",2009,6,1,"Championship",2,72,"Michigan St","North Carolina",89,1,0
"1134",2009,6,1,"Championship",1,89,"North Carolina","Michigan St",72,2,1
"1135",2010,1,1,"Midwest",1,90,"Kansas","Lehigh",74,16,1
"1136",2010,1,1,"Midwest",16,74,"Lehigh","Kansas",90,1,0
"1137",2010,1,1,"Midwest",2,68,"Ohio St","Santa Barbara",51,15,1
"1138",2010,1,1,"Midwest",15,51,"Santa Barbara","Ohio St",68,2,0
"1139",2010,1,1,"Midwest",3,83,"Georgetown","Ohio",97,14,0
"1140",2010,1,1,"Midwest",14,97,"Ohio","Georgetown",83,3,1
"1141",2010,1,1,"Midwest",4,89,"Maryland","Houston",77,13,1
"1142",2010,1,1,"Midwest",13,77,"Houston","Maryland",89,4,0
"1143",2010,1,1,"Midwest",5,70,"Michigan St","New Mexico St",67,12,1
"1144",2010,1,1,"Midwest",12,67,"New Mexico St","Michigan St",70,5,0
"1145",2010,1,1,"Midwest",6,62,"Tennessee","San Diego St",59,11,1
"1146",2010,1,1,"Midwest",11,59,"San Diego St","Tennessee",62,6,0
"1147",2010,1,1,"Midwest",7,59,"Oklahoma St","Georgia Tech",64,10,0
"1148",2010,1,1,"Midwest",10,64,"Georgia Tech","Oklahoma St",59,7,1
"1149",2010,1,1,"Midwest",8,66,"UNLV","Northern Iowa",69,9,0
"1150",2010,1,1,"Midwest",9,69,"Northern Iowa","UNLV",66,8,1
"1151",2010,1,2,"West",1,79,"Syracuse","Vermont",56,16,1
"1152",2010,1,2,"West",16,56,"Vermont","Syracuse",79,1,0
"1153",2010,1,2,"West",2,82,"Kansas St","North Texas",62,15,1
"1154",2010,1,2,"West",15,62,"North Texas","Kansas St",82,2,0
"1155",2010,1,2,"West",3,89,"Pittsburgh","Oakland",66,14,1
"1156",2010,1,2,"West",14,66,"Oakland","Pittsburgh",89,3,0
"1157",2010,1,2,"West",4,65,"Vanderbilt","Murray St",66,13,0
"1158",2010,1,2,"West",13,66,"Murray St","Vanderbilt",65,4,1
"1159",2010,1,2,"West",5,77,"Butler","UTEP",59,12,1
"1160",2010,1,2,"West",12,59,"UTEP","Butler",77,5,0
"1161",2010,1,2,"West",6,65,"Xavier","Minnesota",54,11,1
"1162",2010,1,2,"West",11,54,"Minnesota","Xavier",65,6,0
"1163",2010,1,2,"West",7,99,"BYU","Florida",92,10,1
"1164",2010,1,2,"West",10,92,"Florida","BYU",99,7,0
"1165",2010,1,2,"West",8,67,"Gonzaga","Florida St",60,9,1
"1166",2010,1,2,"West",9,60,"Florida St","Gonzaga",67,8,0
"1167",2010,1,3,"East",1,100,"Kentucky","East Tennessee St",71,16,1
"1168",2010,1,3,"East",16,71,"East Tennessee St","Kentucky",100,1,0
"1169",2010,1,3,"East",2,77,"West Virginia","Morgan St",50,15,1
"1170",2010,1,3,"East",15,50,"Morgan St","West Virginia",77,2,0
"1171",2010,1,3,"East",3,62,"New Mexico","Montana",57,14,1
"1172",2010,1,3,"East",14,57,"Montana","New Mexico",62,3,0
"1173",2010,1,3,"East",4,53,"Wisconsin","Wofford",49,13,1
"1174",2010,1,3,"East",13,49,"Wofford","Wisconsin",53,4,0
"1175",2010,1,3,"East",5,65,"Temple","Cornell",78,12,0
"1176",2010,1,3,"East",12,78,"Cornell","Temple",65,5,1
"1177",2010,1,3,"East",6,78,"Marquette","Washington",80,11,0
"1178",2010,1,3,"East",11,80,"Washington","Marquette",78,6,1
"1179",2010,1,3,"East",7,78,"Clemson","Missouri",86,10,0
"1180",2010,1,3,"East",10,86,"Missouri","Clemson",78,7,1
"1181",2010,1,3,"East",8,80,"Texas","Wake Forest",81,9,0
"1182",2010,1,3,"East",9,81,"Wake Forest","Texas",80,8,1
"1183",2010,1,4,"South",1,73,"Duke","Arkansas Pine Bluff",44,16,1
"1184",2010,1,4,"South",16,44,"Arkansas Pine Bluff","Duke",73,1,0
"1185",2010,1,4,"South",2,73,"Villanova","Robert Morris",70,15,1
"1186",2010,1,4,"South",15,70,"Robert Morris","Villanova",73,2,0
"1187",2010,1,4,"South",3,68,"Baylor","Sam Houston St",59,14,1
"1188",2010,1,4,"South",14,59,"Sam Houston St","Baylor",68,3,0
"1189",2010,1,4,"South",4,72,"Purdue","Siena",64,13,1
"1190",2010,1,4,"South",13,64,"Siena","Purdue",72,4,0
"1191",2010,1,4,"South",5,69,"Texas A&M","Utah St",53,12,1
"1192",2010,1,4,"South",12,53,"Utah St","Texas A&M",69,5,0
"1193",2010,1,4,"South",6,50,"Notre Dame","Old Dominion",51,11,0
"1194",2010,1,4,"South",11,51,"Old Dominion","Notre Dame",50,6,1
"1195",2010,1,4,"South",7,71,"Richmond","St Marys",80,10,0
"1196",2010,1,4,"South",10,80,"St Marys","Richmond",71,7,1
"1197",2010,1,4,"South",8,77,"California","Louisville",62,9,1
"1198",2010,1,4,"South",9,62,"Louisville","California",77,8,0
"1199",2010,2,1,"Midwest",1,67,"Kansas","Northern Iowa",69,9,0
"1200",2010,2,1,"Midwest",9,69,"Northern Iowa","Kansas",67,1,1
"1201",2010,2,1,"Midwest",2,75,"Ohio St","Georgia Tech",66,10,1
"1202",2010,2,1,"Midwest",10,66,"Georgia Tech","Ohio St",75,2,0
"1203",2010,2,1,"Midwest",14,68,"Ohio","Tennessee",83,6,0
"1204",2010,2,1,"Midwest",6,83,"Tennessee","Ohio",68,14,1
"1205",2010,2,1,"Midwest",4,83,"Maryland","Michigan St",85,5,0
"1206",2010,2,1,"Midwest",5,85,"Michigan St","Maryland",83,4,1
"1207",2010,2,2,"West",1,87,"Syracuse","Gonzaga",65,8,1
"1208",2010,2,2,"West",8,65,"Gonzaga","Syracuse",87,1,0
"1209",2010,2,2,"West",2,84,"Kansas St","BYU",72,7,1
"1210",2010,2,2,"West",7,72,"BYU","Kansas St",84,2,0
"1211",2010,2,2,"West",3,68,"Pittsburgh","Xavier",71,6,0
"1212",2010,2,2,"West",6,71,"Xavier","Pittsburgh",68,3,1
"1213",2010,2,2,"West",13,52,"Murray St","Butler",54,5,0
"1214",2010,2,2,"West",5,54,"Butler","Murray St",52,13,1
"1215",2010,2,3,"East",1,90,"Kentucky","Wake Forest",60,9,1
"1216",2010,2,3,"East",9,60,"Wake Forest","Kentucky",90,1,0
"1217",2010,2,3,"East",2,68,"West Virginia","Missouri",59,10,1
"1218",2010,2,3,"East",10,59,"Missouri","West Virginia",68,2,0
"1219",2010,2,3,"East",3,64,"New Mexico","Washington",82,11,0
"1220",2010,2,3,"East",11,82,"Washington","New Mexico",64,3,1
"1221",2010,2,3,"East",4,69,"Wisconsin","Cornell",87,12,0
"1222",2010,2,3,"East",12,87,"Cornell","Wisconsin",69,4,1
"1223",2010,2,4,"South",1,68,"Duke","California",53,8,1
"1224",2010,2,4,"South",8,53,"California","Duke",68,1,0
"1225",2010,2,4,"South",2,68,"Villanova","St Marys",75,10,0
"1226",2010,2,4,"South",10,75,"St Marys","Villanova",68,2,1
"1227",2010,2,4,"South",3,76,"Baylor","Old Dominion",68,11,1
"1228",2010,2,4,"South",11,68,"Old Dominion","Baylor",76,3,0
"1229",2010,2,4,"South",4,63,"Purdue","Texas A&M",61,5,1
"1230",2010,2,4,"South",5,61,"Texas A&M","Purdue",63,4,0
"1231",2010,3,1,"Midwest",9,52,"Northern Iowa","Michigan St",59,5,0
"1232",2010,3,1,"Midwest",5,59,"Michigan St","Northern Iowa",52,9,1
"1233",2010,3,1,"Midwest",2,73,"Ohio St","Tennessee",76,6,0
"1234",2010,3,1,"Midwest",6,76,"Tennessee","Ohio St",73,2,1
"1235",2010,3,2,"West",1,59,"Syracuse","Butler",63,5,0
"1236",2010,3,2,"West",5,63,"Butler","Syracuse",59,1,1
"1237",2010,3,2,"West",2,101,"Kansas St","Xavier",96,6,1
"1238",2010,3,2,"West",6,96,"Xavier","Kansas St",101,2,0
"1239",2010,3,3,"East",1,62,"Kentucky","Cornell",45,12,1
"1240",2010,3,3,"East",12,45,"Cornell","Kentucky",62,1,0
"1241",2010,3,3,"East",2,69,"West Virginia","Washington",56,11,1
"1242",2010,3,3,"East",11,56,"Washington","West Virginia",69,2,0
